Address,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
36 Newmans Rd,Templestowe,5,h,1930000.0,S,Jellis,16/09/2017,15.5,3106.0,5.0,3.0,2.0,807.0,377.0,2000.0,,-37.75245,145.15283,Eastern Metropolitan,6202.0
15 Alison St,Thomastown,3,h,600500.0,S,Barry,16/09/2017,15.3,3074.0,3.0,1.0,1.0,552.0,,,,-37.68366,145.02783,Northern Metropolitan,7955.0
89 Cedar St,Thomastown,3,h,640000.0,S,Barry,16/09/2017,15.3,3074.0,3.0,1.0,2.0,680.0,,1950.0,,-37.6806,145.02402,Northern Metropolitan,7955.0
4 Charlton Pl,Thomastown,3,h,750000.0,S,HAR,16/09/2017,15.3,3074.0,3.0,2.0,2.0,536.0,169.0,1980.0,,-37.67666,144.99161,Northern Metropolitan,7955.0
119A Harold St,Thornbury,4,h,1605000.0,PI,McGrath,16/09/2017,7.0,3071.0,4.0,2.0,2.0,348.0,92.0,1930.0,,-37.75582,144.98951,Northern Metropolitan,8870.0
108 Normanby Av,Thornbury,3,h,1300000.0,SP,Love,16/09/2017,7.0,3071.0,3.0,1.0,2.0,531.0,,,,-37.75832,144.99017,Northern Metropolitan,8870.0
13 Kyeamba Gr,Toorak,3,h,2076000.0,S,Jellis,16/09/2017,4.1,3142.0,3.0,1.0,2.0,302.0,,,,-37.84213,145.02527,Southern Metropolitan,7217.0
1 Marina St,Vermont,5,h,1150000.0,PI,Jellis,16/09/2017,17.2,3133.0,5.0,2.0,2.0,599.0,235.0,,,-37.84158,145.19762,Eastern Metropolitan,4181.0
2 Country La,Viewbank,3,h,1009000.0,S,Jellis,16/09/2017,8.9,3084.0,3.0,2.0,2.0,663.0,136.0,1980.0,,-37.7417,145.0958,Eastern Metropolitan,2698.0
14 Danaher Av,Wallan,3,h,366000.0,S,Ray,16/09/2017,44.2,3756.0,3.0,1.0,1.0,502.0,77.0,1978.0,,-37.40853,144.97749,Northern Victoria,3988.0
78 Raheen Av,Wantirna,3,h,1070000.0,S,Buxton,16/09/2017,14.7,3152.0,3.0,2.0,2.0,673.0,,,,-37.86345,145.22871,Eastern Metropolitan,5424.0
12 McLean Ct,Wantirna South,4,h,1440000.0,S,Ray,16/09/2017,14.7,3152.0,4.0,3.0,6.0,717.0,247.0,1985.0,,-37.87831,145.24575,Eastern Metropolitan,7082.0
20 Mingana Rd,Wantirna South,4,h,1060000.0,SP,Ray,16/09/2017,14.7,3152.0,4.0,2.0,3.0,729.0,173.0,1970.0,,-37.85728,145.24839,Eastern Metropolitan,7082.0
12 Manfred St,Watsonia,3,h,792000.0,S,Buckingham,16/09/2017,14.5,3087.0,3.0,1.0,2.0,571.0,124.0,1960.0,,-37.71502,145.08844,Northern Metropolitan,2329.0
306 Grimshaw St,Watsonia North,4,h,920000.0,PI,Barry,16/09/2017,14.5,3087.0,4.0,2.0,2.0,966.0,,,,-37.7023,145.08357,Northern Metropolitan,1442.0
81 Parramatta Rd,Werribee,3,h,470000.0,S,Reliance,16/09/2017,14.7,3030.0,3.0,1.0,2.0,640.0,125.0,1985.0,,-37.88537,144.65337,Western Metropolitan,16166.0
1/4 Tedesco Ct,Werribee,3,h,515000.0,SP,YPA,16/09/2017,14.7,3030.0,3.0,2.0,1.0,251.0,194.0,2012.0,,-37.90918,144.68325,Western Metropolitan,16166.0
94 Wattle Av,Werribee,4,h,603500.0,SP,YPA,16/09/2017,14.7,3030.0,4.0,2.0,4.0,650.0,184.0,1994.0,,-37.90336,144.67918,Western Metropolitan,16166.0
15 Alberta St,West Footscray,3,h,870000.0,SP,Jas,16/09/2017,6.4,3012.0,3.0,1.0,2.0,417.0,109.0,1950.0,,-37.79644,144.86388,Western Metropolitan,5058.0
127 Stanhope St,West Footscray,4,h,1060000.0,S,Douglas,16/09/2017,6.4,3012.0,3.0,3.0,2.0,512.0,512.0,1920.0,,-37.79487,144.86353,Western Metropolitan,5058.0
199 Hawke St,West Melbourne,3,t,1500000.0,SP,Joseph,16/09/2017,3.1,3003.0,3.0,2.0,1.0,862.0,209.0,1920.0,,-37.80947000000001,144.94473,Northern Metropolitan,2230.0
65 Cootamundra Dr,Wheelers Hill,3,h,950000.0,S,Jellis,16/09/2017,16.7,3150.0,3.0,2.0,2.0,651.0,,,,-37.91057,145.1719,South-Eastern Metropolitan,7392.0
7 Meadowbrook Dr,Wheelers Hill,4,h,1211000.0,S,C21,16/09/2017,16.7,3150.0,4.0,3.0,4.0,653.0,,,,-37.90667,145.17368000000005,South-Eastern Metropolitan,7392.0
22 Bushlark Cr,Williams Landing,3,h,555000.0,SP,hockingstuart,16/09/2017,17.6,3027.0,3.0,2.0,2.0,265.0,25.0,2014.0,,-37.85504,144.73516,Western Metropolitan,1999.0
52a Florence St,Williamstown North,3,h,1190000.0,S,Williams,16/09/2017,6.8,3016.0,3.0,2.0,2.0,297.0,,2005.0,,-37.85537,144.87578,Western Metropolitan,802.0
5 Gladstone St,Windsor,3,h,1425000.0,S,Jellis,16/09/2017,4.6,3181.0,3.0,1.0,1.0,188.0,150.0,1907.0,,-37.85277,144.98485,Southern Metropolitan,4380.0
73 Lewisham Rd,Windsor,3,h,1970000.0,PI,Marshall,16/09/2017,4.6,3181.0,3.0,2.0,0.0,362.0,,1895.0,,-37.85327,144.99947,Southern Metropolitan,4380.0
14 McIlwrick St,Windsor,2,h,1300000.0,VB,hockingstuart,16/09/2017,4.6,3181.0,2.0,1.0,1.0,258.0,,,,-37.85591,144.99356,Southern Metropolitan,4380.0
23 Gray St,Yarraville,2,h,921000.0,S,hockingstuart,16/09/2017,6.3,3013.0,2.0,1.0,,161.0,,,,-37.81899,144.89507,Western Metropolitan,6543.0
9 Hawkhurst St,Yarraville,3,h,1190000.0,SP,Jas,16/09/2017,6.3,3013.0,3.0,1.0,2.0,515.0,89.0,1955.0,,-37.82067,144.87725,Western Metropolitan,6543.0
67 Stafford St,Abbotsford,3,h,1000000.0,PI,Biggin,19/08/2017,3.0,3067.0,3.0,1.0,2.0,196.0,,1900.0,,-37.80094,144.99569,Northern Metropolitan,4019.0
35 Angelique Gr,Albanvale,3,h,506000.0,S,hockingstuart,19/08/2017,14.0,3021.0,3.0,1.0,2.0,544.0,120.0,1980.0,,-37.74965,144.77008999999995,Western Metropolitan,1899.0
123 Richardson St,Albert Park,4,h,2550000.0,S,Marshall,19/08/2017,3.0,3206.0,4.0,2.0,,152.0,175.0,1910.0,,-37.84663,144.95681000000005,Southern Metropolitan,3280.0
83 Seventh Av,Altona North,3,h,880000.0,PI,hockingstuart,19/08/2017,9.4,3025.0,3.0,1.0,2.0,563.0,,,,-37.83879,144.84787,Western Metropolitan,5132.0
721 Ballarat Rd,Ardeer,3,h,730000.0,SP,HAR,19/08/2017,12.8,3022.0,3.0,2.0,2.0,739.0,112.0,1970.0,,-37.77245,144.8001,Western Metropolitan,1281.0
18A New St,Armadale,2,h,1460000.0,S,Jellis,19/08/2017,6.3,3143.0,2.0,1.0,1.0,181.0,80.0,1930.0,,-37.8542,145.01506,Southern Metropolitan,4836.0
28 New St,Armadale,2,h,1726000.0,S,Marshall,19/08/2017,6.3,3143.0,2.0,2.0,2.0,269.0,128.0,1910.0,,-37.85425,145.01545,Southern Metropolitan,4836.0
21 Warner Av,Ashburton,4,h,1920000.0,S,Jellis,19/08/2017,10.2,3147.0,4.0,3.0,2.0,391.0,203.0,2016.0,,-37.86664,145.08597,Southern Metropolitan,3052.0
33 Douglas St,Ashwood,3,h,1575000.0,S,Jellis,19/08/2017,10.2,3147.0,3.0,1.0,2.0,787.0,115.0,1955.0,,-37.86394,145.09702,Southern Metropolitan,2894.0
6 Foam St,Aspendale,4,h,1362000.0,S,hockingstuart,19/08/2017,21.5,3195.0,4.0,2.0,3.0,549.0,,,,-38.01695,145.09933999999996,South-Eastern Metropolitan,2824.0
15 Grey St,Balwyn,4,h,2115000.0,S,Jellis,19/08/2017,7.9,3103.0,4.0,2.0,2.0,766.0,,,,-37.80455,145.06478,Southern Metropolitan,5682.0
17 Percy St,Balwyn,5,h,2562000.0,S,Marshall,19/08/2017,7.9,3103.0,5.0,3.0,2.0,671.0,,,,-37.81016,145.07341,Southern Metropolitan,5682.0
6 Yandilla St,Balwyn,6,h,2100000.0,PI,Jellis,19/08/2017,7.9,3103.0,6.0,3.0,2.0,845.0,,,,-37.80708,145.09698999999995,Southern Metropolitan,5682.0
137 Doncaster Rd,Balwyn North,3,h,1900000.0,PI,Noel,19/08/2017,9.7,3104.0,3.0,1.0,1.0,912.0,,,,-37.79351,145.07655,Southern Metropolitan,7809.0
58 Fortuna Av,Balwyn North,4,h,2000000.0,PI,hockingstuart,19/08/2017,9.7,3104.0,4.0,3.0,4.0,958.0,255.0,2015.0,,-37.78662,145.07683,Southern Metropolitan,7809.0
15 Highbury St,Balwyn North,4,h,2400000.0,S,Fletchers,19/08/2017,9.7,3104.0,4.0,2.0,2.0,746.0,,,,-37.79483,145.07296000000005,Southern Metropolitan,7809.0
8 Hillview Rd,Balwyn North,4,h,2270000.0,PI,Barry,19/08/2017,9.7,3104.0,4.0,2.0,2.0,654.0,334.0,2010.0,,-37.78458,145.07912,Southern Metropolitan,7809.0
11 Minerva Av,Balwyn North,5,h,2600000.0,VB,Jellis,19/08/2017,9.7,3104.0,5.0,4.0,2.0,708.0,,,,-37.78787,145.08468,Southern Metropolitan,7809.0
40 Reading Av,Balwyn North,3,h,2321000.0,S,Fletchers,19/08/2017,9.7,3104.0,3.0,1.0,2.0,923.0,,,,-37.80081,145.09319,Southern Metropolitan,7809.0
16 Riverview Rd,Balwyn North,3,h,1890000.0,S,Fletchers,19/08/2017,9.7,3104.0,3.0,2.0,1.0,632.0,144.0,1940.0,,-37.79094,145.07899,Southern Metropolitan,7809.0
210 Centre Rd,Bentleigh,4,h,1895000.0,S,Jellis,19/08/2017,11.4,3204.0,4.0,2.0,2.0,557.0,220.0,1920.0,,-37.91741,145.02873,Southern Metropolitan,6795.0
17 Gowrie St,Bentleigh East,4,h,1115000.0,S,Ray,19/08/2017,13.8,3165.0,4.0,1.0,2.0,579.0,,,,-37.91524,145.07686,Southern Metropolitan,10969.0
77A Orange St,Bentleigh East,3,t,1280000.0,SP,Buxton,19/08/2017,13.8,3165.0,3.0,2.0,2.0,335.0,239.0,2013.0,,-37.91783,145.0816,Southern Metropolitan,10969.0
1/87 Orange St,Bentleigh East,2,u,690000.0,S,Jellis,19/08/2017,13.8,3165.0,2.0,2.0,1.0,212.0,,2008.0,,-37.91786,145.08243000000004,Southern Metropolitan,10969.0
41 Shrewsbury St,Bentleigh East,4,h,1595000.0,S,Jellis,19/08/2017,13.8,3165.0,4.0,1.0,2.0,581.0,167.0,1960.0,,-37.91291,145.05996000000005,Southern Metropolitan,10969.0
2A Kerr St,Blackburn,3,t,881000.0,S,Jellis,19/08/2017,13.4,3130.0,3.0,1.0,1.0,300.0,,,,-37.81156,145.14057,Eastern Metropolitan,5713.0
22 Greenglade Ct,Blackburn North,4,h,1300000.0,S,Noel,19/08/2017,13.4,3130.0,4.0,2.0,2.0,543.0,,2006.0,,-37.80651,145.16457,Eastern Metropolitan,2867.0
4/129 Mountain View Rd,Briar Hill,2,t,625000.0,S,Barry,19/08/2017,16.1,3088.0,2.0,2.0,1.0,189.0,,,,-37.70835,145.11795,Eastern Metropolitan,1390.0
6 Harwood St,Brighton,4,h,3100000.0,VB,Marshall,19/08/2017,10.5,3186.0,4.0,4.0,4.0,753.0,,,,-37.89293,144.99138,Southern Metropolitan,10579.0
2A Hillcrest Av,Brighton,4,h,1850000.0,VB,Jellis,19/08/2017,10.5,3186.0,4.0,3.0,3.0,421.0,170.0,2000.0,,-37.90542,145.00603999999996,Southern Metropolitan,10579.0
34 Moffat St,Brighton,4,h,2770000.0,S,Nick,19/08/2017,10.5,3186.0,4.0,3.0,2.0,560.0,,,,-37.92314,144.99777,Southern Metropolitan,10579.0
11A Taylor St,Brighton East,4,h,1300000.0,S,Hodges,19/08/2017,10.3,3187.0,4.0,3.0,2.0,221.0,,,,-37.90381,145.01822,Southern Metropolitan,6938.0
48 Electric St,Broadmeadows,3,h,637000.0,S,Stockdale,19/08/2017,14.0,3047.0,3.0,1.0,5.0,670.0,,1980.0,,-37.69215,144.91654,Northern Metropolitan,4294.0
46 Meredith St,Broadmeadows,3,h,1335000.0,S,YPA,19/08/2017,14.0,3047.0,3.0,1.0,1.0,697.0,,,,-37.6882,144.92541,Northern Metropolitan,4294.0
37 Dunstan Ave,Brunswick,3,h,905000.0,S,Walshe,19/08/2017,5.2,3056.0,3.0,1.0,1.0,277.0,,,,-37.7592,144.97321000000005,Northern Metropolitan,11918.0
7/226 Glenlyon Rd,Brunswick East,1,u,320000.0,S,Jellis,19/08/2017,4.0,3057.0,1.0,1.0,1.0,682.0,34.0,1980.0,,-37.7734,144.97686000000004,Northern Metropolitan,5533.0
5 Amberley Ct,Bulleen,3,h,1230000.0,S,Barry,19/08/2017,10.8,3105.0,3.0,1.0,1.0,757.0,,,,-37.78094,145.10131,Eastern Metropolitan,4480.0
3 England St,Bulleen,4,h,1240000.0,S,Purplebricks,19/08/2017,10.8,3105.0,4.0,2.0,2.0,602.0,170.0,1970.0,,-37.76012,145.0854,Eastern Metropolitan,4480.0
567 Grimshaw St,Bundoora,3,h,1234000.0,S,Barry,19/08/2017,12.1,3083.0,3.0,1.0,2.0,896.0,139.0,1965.0,,-37.70042,145.0614,Northern Metropolitan,10175.0
8 Murray Dr,Burwood,3,h,1588000.0,S,Buxton,19/08/2017,10.4,3125.0,3.0,2.0,2.0,708.0,,,,-37.84625,145.10116000000005,Southern Metropolitan,5678.0
61 Newhaven Rd,Burwood East,3,h,1000000.0,VB,Fletchers,19/08/2017,14.7,3151.0,4.0,2.0,2.0,788.0,108.0,1960.0,,-37.85985,145.15656,Eastern Metropolitan,4048.0
2 Augusta Av,Campbellfield,4,h,650000.0,VB,Raine,19/08/2017,16.6,3061.0,4.0,2.0,4.0,688.0,175.0,1970.0,,-37.6714,144.95458,Northern Metropolitan,1889.0
34 Maysia St,Canterbury,5,h,2550000.0,PI,RT,19/08/2017,8.4,3126.0,5.0,2.0,4.0,692.0,,,,-37.83254,145.07907,Southern Metropolitan,3265.0
242 Canning St,Carlton North,2,h,1540000.0,S,Jellis,19/08/2017,3.5,3054.0,2.0,1.0,,158.0,112.0,1890.0,,-37.79212,144.97409,Northern Metropolitan,3106.0
24 Highbury Cl,Caroline Springs,3,h,700000.0,S,Bells,19/08/2017,14.8,3023.0,3.0,2.0,3.0,660.0,,,,-37.73881,144.73543,Western Metropolitan,7719.0
37 Saturn St,Caulfield South,5,h,2450000.0,PI,Gary,19/08/2017,8.7,3162.0,5.0,4.0,2.0,554.0,312.0,2017.0,,-37.89718,145.01657,Southern Metropolitan,5051.0
3 Third Av,Chelsea Heights,3,h,710000.0,SP,hockingstuart,19/08/2017,27.0,3196.0,3.0,1.0,1.0,650.0,138.0,1960.0,,-38.04513,145.1346,South-Eastern Metropolitan,2076.0
2/41 Harpley St,Cheltenham,2,t,955000.0,SP,Greg,19/08/2017,17.9,3192.0,2.0,2.0,1.0,836.0,112.0,2009.0,,-37.97342,145.07201,Southern Metropolitan,9758.0
6 Shadwell St,Cheltenham,3,h,1230000.0,S,Buxton,19/08/2017,17.9,3192.0,3.0,1.0,1.0,584.0,133.0,1960.0,,-37.96402,145.06658000000004,Southern Metropolitan,9758.0
13 Dyer Ct,Clarinda,5,h,883300.0,S,Gary,19/08/2017,17.5,3169.0,5.0,2.0,2.0,402.0,177.0,1980.0,,-37.94452,145.11108000000004,South-Eastern Metropolitan,2727.0
6 Rosewall Pl,Clarinda,3,h,790000.0,S,C21,19/08/2017,17.5,3169.0,3.0,1.0,2.0,532.0,114.0,1975.0,,-37.93765,145.10583,South-Eastern Metropolitan,2727.0
36 Rutland St,Clifton Hill,2,h,1310000.0,S,Collins,19/08/2017,3.6,3068.0,2.0,1.0,,146.0,104.0,1890.0,,-37.79346,144.99642,Northern Metropolitan,2954.0
269 Bell St,Coburg,3,h,880000.0,S,Nelson,19/08/2017,6.7,3058.0,3.0,1.0,1.0,379.0,107.0,1910.0,,-37.73999,144.95141,Northern Metropolitan,11204.0
4 Jamieson St,Coburg,3,h,1070000.0,S,Nelson,19/08/2017,6.7,3058.0,3.0,1.0,2.0,392.0,98.0,1920.0,,-37.74671,144.95141999999996,Northern Metropolitan,11204.0
13 Jessie St,Coburg,5,h,1500000.0,VB,Nelson,19/08/2017,6.7,3058.0,5.0,3.0,4.0,900.0,180.0,1888.0,,-37.75402,144.95991,Northern Metropolitan,11204.0
87 Nicholson St,Coburg,4,h,1085000.0,S,Brad,19/08/2017,6.7,3058.0,4.0,2.0,1.0,430.0,155.0,1920.0,,-37.7505,144.97648999999996,Northern Metropolitan,11204.0
5 Brookedge Ct,Craigieburn,4,h,640000.0,PI,YPA,19/08/2017,20.6,3064.0,4.0,2.0,2.0,480.0,,,,-37.60859,144.92138,Northern Metropolitan,15510.0
7 Eve Ct,Craigieburn,3,h,582500.0,S,YPA,19/08/2017,20.6,3064.0,3.0,1.0,0.0,947.0,132.0,1972.0,,-37.59604,144.94021999999995,Northern Metropolitan,15510.0
13 Eveline St,Craigieburn,4,h,480000.0,SP,Ray,19/08/2017,20.6,3064.0,4.0,2.0,2.0,312.0,148.0,2015.0,,-37.56857,144.91693999999995,Northern Metropolitan,15510.0
73 Mareeba Wy,Craigieburn,4,h,523000.0,S,Barry,19/08/2017,20.6,3064.0,4.0,2.0,2.0,484.0,159.0,2009.0,,-37.58012,144.91998,Northern Metropolitan,15510.0
3 Pembury St,Craigieburn,3,h,485000.0,S,Ray,19/08/2017,20.6,3064.0,3.0,2.0,1.0,321.0,150.0,2013.0,,-37.56937,144.90524,Northern Metropolitan,15510.0
27 Vantage Bvd,Craigieburn,4,h,800000.0,SA,HAR,19/08/2017,20.6,3064.0,4.0,2.0,2.0,511.0,,,,-37.59372000000001,144.89449,Northern Metropolitan,15510.0
32 Viewside Cr,Craigieburn,4,h,632000.0,S,Ray,19/08/2017,20.6,3064.0,4.0,2.0,2.0,448.0,,,,-37.57565,144.91365,Northern Metropolitan,15510.0
25 Toorak Av,Croydon,4,h,1152000.0,S,RW,19/08/2017,23.0,3136.0,4.0,2.0,2.0,1880.0,255.0,1947.0,,-37.79325,145.27723999999995,Eastern Metropolitan,11925.0
29 Kilmore Cr,Dallas,3,h,475000.0,S,Barry,19/08/2017,14.0,3047.0,3.0,1.0,2.0,560.0,108.0,1965.0,,-37.67345,144.92526,Northern Metropolitan,2246.0
4 Blackley Ct,Deer Park,3,h,635000.0,S,HAR,19/08/2017,14.8,3023.0,3.0,1.0,2.0,712.0,,,,-37.76172,144.77265,Western Metropolitan,6388.0
12 Campbell Gr,Dingley Village,3,h,871000.0,S,Ray,19/08/2017,22.2,3172.0,3.0,2.0,2.0,534.0,,,,-37.98068,145.12493999999995,South-Eastern Metropolitan,3940.0
11 Evelyn Ct,Dingley Village,4,h,970000.0,PI,Barry,19/08/2017,22.2,3172.0,4.0,2.0,2.0,364.0,210.0,1995.0,,-37.96853,145.12948,South-Eastern Metropolitan,3940.0
93 Church Rd,Doncaster,4,h,1200000.0,VB,Fletchers,19/08/2017,12.4,3108.0,4.0,2.0,1.0,650.0,,,,-37.78911,145.13724,Eastern Metropolitan,9028.0
70 Wetherby Rd,Doncaster,3,h,1410000.0,S,Jellis,19/08/2017,12.4,3108.0,3.0,1.0,2.0,723.0,,,,-37.79309,145.14287,Eastern Metropolitan,9028.0
80 Gedye St,Doncaster East,4,h,1320000.0,SP,Jellis,19/08/2017,14.3,3109.0,4.0,3.0,2.0,654.0,,,,-37.79739,145.14671,Eastern Metropolitan,10999.0
40 Saxonwood Dr,Doncaster East,3,h,1408000.0,S,Jellis,19/08/2017,14.3,3109.0,3.0,1.0,2.0,656.0,,,,-37.78081,145.15861,Eastern Metropolitan,10999.0
416 Serpells Tce,Donvale,4,h,1200000.0,PI,Barry,19/08/2017,16.1,3111.0,4.0,2.0,2.0,375.0,254.0,1998.0,,-37.77559,145.17933,Eastern Metropolitan,4790.0
2/9 Standring Cl,Donvale,3,h,988000.0,S,Barry,19/08/2017,16.1,3111.0,3.0,2.0,2.0,243.0,150.0,2012.0,,-37.78298,145.17682,Eastern Metropolitan,4790.0
36 Silverdale Rd,Eaglemont,3,h,1925000.0,S,Nelson,19/08/2017,8.9,3084.0,3.0,2.0,2.0,780.0,,,,-37.76617,145.05332,Eastern Metropolitan,1651.0
115 Ella Gr,Edithvale,3,h,875000.0,SP,Eview,19/08/2017,27.0,3196.0,3.0,1.0,3.0,694.0,136.0,1975.0,,-38.03819,145.12443000000005,South-Eastern Metropolitan,2546.0
8 Prentice St,Elsternwick,3,h,2105000.0,S,Biggin,19/08/2017,7.2,3185.0,3.0,2.0,1.0,346.0,180.0,1890.0,,-37.88319,145.01142,Southern Metropolitan,4898.0
30 Shoobra Rd,Elsternwick,4,h,2410000.0,PI,Biggin,19/08/2017,7.2,3185.0,4.0,2.0,1.0,390.0,120.0,1920.0,,-37.88785,145.00795,Southern Metropolitan,4898.0
5 Thomas St,Eltham,3,h,810000.0,VB,Morrison,19/08/2017,18.0,3095.0,3.0,2.0,2.0,868.0,135.0,1980.0,,-37.70659000000001,145.16345,Eastern Metropolitan,6990.0
3 Michael Ct,Eltham North,6,h,1115000.0,S,Barry,19/08/2017,18.0,3095.0,6.0,3.0,4.0,966.0,332.0,1990.0,,-37.68927,145.1491,Eastern Metropolitan,2346.0
4/130 Tennyson St,Elwood,3,h,1380000.0,S,hockingstuart,19/08/2017,7.2,3184.0,3.0,1.0,2.0,1730.0,152.0,2001.0,,-37.8797,144.99088999999995,Southern Metropolitan,8989.0
28 Supply Dr,Epping,3,h,678000.0,S,hockingstuart,19/08/2017,19.6,3076.0,3.0,1.0,2.0,553.0,,1980.0,,-37.65701,145.02621000000005,Northern Metropolitan,10926.0
16 Woodfull Wy,Epping,4,h,681000.0,S,Ray,19/08/2017,19.6,3076.0,4.0,2.0,2.0,647.0,,,,-37.64213,145.06141000000005,Northern Metropolitan,10926.0
83 Nimmo St,Essendon,4,h,1600000.0,S,Nelson,19/08/2017,7.5,3040.0,4.0,4.0,3.0,543.0,259.0,2015.0,,-37.74633,144.89643999999996,Western Metropolitan,9264.0
151 Perry St,Fairfield,4,h,1280000.0,S,Jellis,19/08/2017,5.7,3078.0,4.0,2.0,2.0,485.0,133.0,1920.0,,-37.77044,145.02465,Northern Metropolitan,2970.0
68 Queens Pde,Fawkner,4,h,874000.0,S,Brad,19/08/2017,13.1,3060.0,4.0,1.0,2.0,687.0,,,,-37.71879000000001,144.9651,Northern Metropolitan,5070.0
93 Burke Rd,Ferntree Gully,3,h,770000.0,S,Barry,19/08/2017,24.8,3156.0,3.0,1.0,0.0,720.0,,,,-37.87356,145.27515,Eastern Metropolitan,10788.0
3 Kirby Ct,Ferntree Gully,4,h,875000.0,S,Noel,19/08/2017,24.8,3156.0,4.0,3.0,4.0,793.0,225.0,1980.0,,-37.88793,145.27561,Eastern Metropolitan,10788.0
4/118 Rose St,Fitzroy,1,t,580000.0,VB,Nelson,19/08/2017,2.1,3065.0,1.0,1.0,1.0,782.0,67.0,1998.0,,-37.79617,144.97982,Northern Metropolitan,5825.0
124 Victoria St,Fitzroy,3,h,2478000.0,S,Nelson,19/08/2017,2.1,3065.0,3.0,2.0,,205.0,106.0,1885.0,,-37.79933,144.97932,Northern Metropolitan,5825.0
80 Dover St,Flemington,3,t,1017500.0,S,Jellis,19/08/2017,3.4,3031.0,3.0,2.0,2.0,459.0,153.0,2003.0,,-37.78273,144.92358000000004,Northern Metropolitan,3593.0
28 Central Av,Footscray,2,h,942000.0,SP,Jas,19/08/2017,5.1,3011.0,2.0,1.0,1.0,241.0,91.0,1915.0,,-37.79583,144.89406,Western Metropolitan,7570.0
84 MacPherson St,Footscray,3,h,1320000.0,S,Jas,19/08/2017,5.1,3011.0,3.0,2.0,0.0,495.0,,,,-37.796,144.88966000000005,Western Metropolitan,7570.0
24 Gretana Cr,Frankston,3,h,550000.0,VB,Eview,19/08/2017,38.0,3199.0,3.0,2.0,1.0,539.0,,1971.0,,-38.14406,145.16352,South-Eastern Metropolitan,17055.0
10 Helvetia Ct,Frankston,3,h,690000.0,S,Ray,19/08/2017,38.0,3199.0,3.0,2.0,2.0,595.0,,,,-38.16135,145.13374,South-Eastern Metropolitan,17055.0
6 Bardolph St,Glen Iris,2,h,708000.0,S,Jellis,19/08/2017,7.3,3146.0,2.0,1.0,1.0,151.0,,,,-37.85156,145.07958,Southern Metropolitan,10412.0
72 Bath Rd,Glen Iris,3,h,1300000.0,VB,Kay,19/08/2017,7.3,3146.0,3.0,1.0,2.0,403.0,124.0,1960.0,,-37.85574,145.09051000000005,Southern Metropolitan,10412.0
4 Faircroft Av,Glen Iris,3,h,1307500.0,S,Jellis,19/08/2017,7.3,3146.0,3.0,1.0,1.0,316.0,111.0,1940.0,,-37.84782,145.05004,Southern Metropolitan,10412.0
1A York Rd,Glen Iris,3,h,1390000.0,PI,Jellis,19/08/2017,7.3,3146.0,3.0,2.0,1.0,303.0,150.0,1940.0,,-37.85678,145.05555,Southern Metropolitan,10412.0
22 Campbell St,Glen Waverley,3,h,1310000.0,S,Harcourts,19/08/2017,16.7,3150.0,3.0,1.0,1.0,782.0,102.0,1960.0,,-37.86941,145.17108000000005,Eastern Metropolitan,15321.0
2 Cherry St,Glen Waverley,5,h,1285000.0,S,Ray,19/08/2017,16.7,3150.0,5.0,2.0,1.0,651.0,124.0,1970.0,,-37.8656,145.15034,Eastern Metropolitan,15321.0
16 Cooper Av,Glen Waverley,4,h,1292000.0,S,Barry,19/08/2017,16.7,3150.0,4.0,2.0,2.0,768.0,169.0,1970.0,,-37.89965,145.17135,Eastern Metropolitan,15321.0
31 Paxton Dr,Glen Waverley,3,h,1300000.0,S,hockingstuart,19/08/2017,16.7,3150.0,3.0,2.0,3.0,733.0,,,,-37.89014,145.18268999999995,Eastern Metropolitan,15321.0
480 Springvale Rd,Glen Waverley,4,h,1155000.0,S,Biggin,19/08/2017,16.7,3150.0,4.0,1.0,1.0,654.0,,,,-37.89769,145.16307,Eastern Metropolitan,15321.0
8A Finchley Av,Glenroy,4,h,831000.0,S,Ray,19/08/2017,11.2,3046.0,4.0,3.0,3.0,708.0,175.0,2007.0,,-37.70317,144.91396,Northern Metropolitan,8870.0
25 Hilda St,Glenroy,3,h,570000.0,S,YPA,19/08/2017,11.2,3046.0,3.0,1.0,1.0,308.0,93.0,1950.0,,-37.69879,144.93354,Northern Metropolitan,8870.0
78 Justin Av,Glenroy,2,h,805000.0,SP,RW,19/08/2017,11.2,3046.0,2.0,1.0,4.0,712.0,82.0,1970.0,,-37.69994000000001,144.93489,Northern Metropolitan,8870.0
85 Marigold Cr,Gowanbrae,4,h,931000.0,S,Nelson,19/08/2017,12.9,3043.0,4.0,2.0,2.0,462.0,212.0,2008.0,,-37.69953,144.89941000000005,Western Metropolitan,1071.0
39 Crisp St,Hampton,5,h,2500000.0,S,hockingstuart,19/08/2017,13.8,3188.0,5.0,4.0,2.0,627.0,,,,-37.94109,145.00648,Southern Metropolitan,5454.0
28 Bell St,Hawthorn,2,h,1600000.0,PI,Marshall,19/08/2017,5.3,3122.0,2.0,1.0,,200.0,101.0,1890.0,,-37.81789000000001,145.03948,Southern Metropolitan,11308.0
41 Roseberry St,Hawthorn East,2,h,1700000.0,S,Jellis,19/08/2017,6.2,3123.0,2.0,1.0,1.0,223.0,,,,-37.82649,145.0483,Southern Metropolitan,6482.0
